CODEINTE,CODECATE,PRIMETOTALE,Cluster,CODEASSU
1002,401,23778.0,2,13414
1002,401,21482.0,2,12819
1002,402,120215.0,0,9119
1002,401,32665.0,2,9347
1002,402,34354.0,2,22435
1002,401,73035.0,0,22367
1002,401,40479.0,2,22489
1002,401,64141.0,0,14802
1002,401,28427.0,2,22154
1002,401,35169.0,2,22004
1002,402,35547.0,2,22171
1002,405,17768.0,2,22936
1002,401,149071.0,0,23152
1002,401,42979.0,2,22100
1002,401,90201.0,0,21983
1002,401,35297.0,2,21965
1002,401,41552.0,2,22863
1002,402,33487.0,2,22837
1002,401,92125.0,0,22060
1002,401,109903.0,0,9347
1110,401,65341.0,0,13253
1110,400,582112.0,1,8320
1110,400,99243.0,0,8320
1110,400,95807.0,0,8320
1110,401,53601.0,2,8328
1110,401,91871.0,0,13565
1110,401,134312.0,0,11346
1110,401,84261.0,0,11103
1110,400,7856463.0,1,8646
1110,401,368557.0,0,13155
1110,402,134951.0,0,8373
1110,401,262767.0,0,11946
1110,401,136921.0,0,11946
1110,401,212116.0,0,12758
1110,400,894636.0,1,9390
1110,401,136219.0,0,8494
1110,401,104440.0,0,13159
1110,401,136745.0,0,14638
1110,401,91866.0,0,8210
1110,401,96732.0,0,14240
1110,402,66515.0,0,10954
1110,401,105549.0,0,10403
1110,401,186751.0,0,9379
1110,400,33850.0,2,8051
1110,400,73236.0,0,8051
1110,400,232392.0,0,8013
1110,401,115773.0,0,13985
1110,405,17768.0,2,10102
1110,401,47085.0,2,11114
1110,401,892813.0,1,9584
1110,400,200436.0,0,8395
1110,400,1448072.0,1,9574
1110,405,16450.0,2,14648
1110,401,29089.0,2,11027
1110,401,150596.0,0,9151
1110,401,26221.0,2,10068
1110,402,131135.0,0,8235
1110,402,62396.0,0,8263
1110,401,23778.0,2,9223
1110,401,130686.0,0,9596
1110,401,27300.0,2,14685
1110,402,144534.0,0,10729
1110,402,35443.0,2,12047
1110,400,65200.0,0,8013
1110,401,42979.0,2,10755
1110,401,21989.0,2,8567
1110,401,985963.0,1,10130
1110,402,20184.0,2,8051
1110,402,148350.0,0,13117
1110,401,134263.0,0,10208
1110,401,21482.0,2,9925
1110,401,84036.0,0,11885
1110,401,152649.0,0,15035
1110,402,78773.0,0,8494
1110,401,81983.0,0,13168
1110,402,36310.0,2,10501
1110,401,18175.0,2,8051
1110,400,51534.0,2,8521
1110,401,134642.0,0,13908
1110,402,222087.0,0,11116
1110,400,385113.0,1,9589
1110,401,143705.0,0,12552
1110,405,25117.0,2,14286
1110,401,210750.0,0,9465
1110,401,35297.0,2,8197
1110,401,110324.0,0,12844
1110,403,88710.0,0,10182
1110,401,43754.0,2,12445
1110,401,97777.0,0,12879
1110,401,84037.0,0,10625
1110,400,55552.0,2,8051
1110,401,113164.0,0,8282
1110,401,749514.0,1,8133
1110,405,26735.0,2,14683
1110,401,139630.0,0,11600
1110,401,70759.0,0,13283
1110,401,22038.0,2,12120
1110,402,35547.0,2,8901
1110,401,80646.0,0,11809
1110,400,53543.0,2,8013
1110,401,76981.0,0,10877
1110,401,186701.0,0,10055
1110,401,29804.0,2,14534
1110,401,99952.0,0,8128
1110,401,26638.0,2,9766
1110,401,87613.0,0,11842
1110,401,272356.0,0,12756
1110,401,132050.0,0,10371
1110,405,17384.0,2,8988
1110,405,16104.0,2,13614
1110,400,71227.0,0,10604
1110,405,22525.0,2,10040
1110,400,90920.0,0,8051
1110,400,370739.0,1,13920
1110,401,119350.0,0,11020
1110,400,120261.0,0,8051
1110,401,105445.0,0,11495
1110,401,62178.0,0,9035
1110,401,84034.0,0,8551
1110,402,42640.0,2,13082
1110,401,116365.0,0,13938
1110,401,33508.0,2,8460
1110,401,100578.0,0,13463
1110,401,142364.0,0,12739
1110,401,103850.0,0,10016
1110,400,69387.0,0,10017
1110,403,87671.0,0,9589
1110,400,595792.0,1,9589
1110,400,126288.0,0,8188
1110,401,106743.0,0,10435
1110,401,84264.0,0,10599
1110,401,247118.0,0,13261
1110,401,15609.0,2,10651
1110,405,24220.0,2,10208
1110,402,105540.0,0,10954
1110,420,34454.0,2,11513
1110,401,99269.0,0,9500
1110,401,78111.0,0,13912
1110,401,75133.0,0,13643
1110,401,114493.0,0,13843
1110,400,727836.0,1,8113
1110,401,264075.0,0,13632
1110,401,12185.0,2,10651
1110,401,23271.0,2,10624
1110,401,48226.0,2,8225
1110,401,32517.0,2,13278
1110,401,102868.0,0,8305
1110,400,290848.0,0,8287
1110,402,157511.0,0,12746
1110,401,105406.0,0,9379
1110,401,184976.0,0,14191
1110,401,405596.0,0,9819
1110,401,75092.0,0,14624
1110,401,1125048.0,1,12622
1110,401,151677.0,0,11346
1110,405,16488.0,2,14353
1110,401,36363.0,2,12186
1110,400,165093.0,0,10359
1110,401,245432.0,0,13300
1110,401,563922.0,1,9584
1110,401,91872.0,0,10208
1110,403,331481.0,0,8322
1110,400,46695.0,2,8323
1110,401,26817.0,2,12410
1110,405,15262.0,2,11145
1110,401,58320.0,2,14009
1110,400,190860.0,0,13412
1110,401,28427.0,2,8630
1110,400,158310.0,0,11773
1110,402,152966.0,0,8494
1110,420,42979.0,2,13645
1110,400,103980.0,0,8278
1110,400,51990.0,2,8278
1110,401,31773.0,2,8323
1110,401,36082.0,2,9796
1110,401,96605.0,0,9626
1110,401,65857.0,0,11468
1110,405,27399.0,2,8731
1110,401,130850.0,0,13430
1110,401,174428.0,0,12167
1110,401,130643.0,0,13388
1110,401,52277.0,2,10651
1110,401,52579.0,2,8651
1110,402,95124.0,0,10040
1110,401,136052.0,0,8454
1110,401,38303.0,2,8654
1110,401,41345.0,2,8655
1110,402,136859.0,0,14933
1110,405,24519.0,2,10959
1110,401,415156.0,0,13717
1110,401,103166.0,0,11644
1110,401,34454.0,2,9250
1110,401,190430.0,0,13606
1110,401,101968.0,0,14038
1110,401,124294.0,0,8494
1110,401,105117.0,0,14366
1110,401,73035.0,0,12176
1110,401,93924.0,0,8151
1110,401,73039.0,0,8151
1110,401,109126.0,0,9449
1110,401,25780.0,2,10068
1110,400,105894.0,0,8521
1110,401,214704.0,0,8413
1110,404,224601.0,0,11550
1110,402,206253.0,0,13270
1110,402,96772.0,0,10290
1110,401,104147.0,0,9198
1110,401,22037.0,2,9192
1110,400,931108.0,1,11222
1110,400,2277693.0,1,11222
1110,401,38690.0,2,14844
1110,409,39964.0,2,8454
1110,401,169442.0,0,8225
1110,401,206903.0,0,10134
1110,401,230319.0,0,9198
1110,401,91366.0,0,11108
1110,401,67773.0,0,11108
1110,401,155254.0,0,11654
1110,401,276186.0,0,8690
1110,401,127273.0,0,13574
1110,401,116981.0,0,14138
1110,400,282640.0,0,10757
1110,402,105716.0,0,12741
1110,401,1151410.0,1,11115
1110,401,822447.0,1,11115
1110,401,66909.0,0,11750
1110,401,286849.0,0,10143
1110,401,111559.0,0,14652
1110,401,186894.0,0,8355
1110,401,127134.0,0,13760
1110,400,23351.0,2,10182
1110,401,129446.0,0,12382
1110,402,131439.0,0,9589
1110,402,91048.0,0,11488
1110,401,83167.0,0,9430
1110,401,66015.0,0,12383
1110,401,72195.0,0,8538
1110,405,29246.0,2,8438
1110,401,118118.0,0,12747
1110,401,115756.0,0,8724
1110,401,223364.0,0,12384
1110,400,45973.0,2,8287
1110,420,100578.0,0,13795
1110,420,175514.0,0,11561
1110,420,151258.0,0,14427
1110,420,240531.0,0,10732
1110,420,273462.0,0,10537
1110,420,190589.0,0,15077
1110,420,114881.0,0,13007
1110,420,62178.0,0,10538
1110,420,127134.0,0,14608
1110,420,237477.0,0,14204
1110,401,162862.0,0,13199
1110,401,132816.0,0,10705
1110,405,25472.0,2,10933
1110,400,1274330.0,1,10182
1110,400,4730982.0,1,9012
1110,401,161746.0,0,10964
1110,401,171102.0,0,11864
1110,405,27398.0,2,10208
1110,401,519917.0,1,9617
1110,400,4581437.0,1,9617
1110,401,149071.0,0,11788
1110,420,23778.0,2,12651
1110,402,43403.0,2,11271
1110,401,143788.0,0,12343
1110,401,42613.0,2,14439
1110,401,279059.0,0,10130
1110,402,149227.0,0,8276
1110,401,29142.0,2,8492
1110,420,27300.0,2,11848
1110,401,38387.0,2,10209
1110,420,96352.0,0,13085
1110,401,104412.0,0,14160
1110,420,147703.0,0,13990
1110,420,675714.0,1,12951
1110,420,1492660.0,1,11797
1110,420,90326.0,0,11797
1110,420,614517.0,1,11797
1110,401,76109.0,0,8128
1110,402,134691.0,0,8073
1110,401,32665.0,2,11306
1110,401,385017.0,0,9762
1110,401,248743.0,0,11570
1110,402,37391.0,2,14678
1110,401,82336.0,0,12053
1110,401,52253.0,2,12186
1110,401,281571.0,0,9762
1110,401,325998.0,0,9762
1110,400,307721.0,0,9574
1110,401,36012.0,2,14749
1110,401,127698.0,0,10865
1110,401,55290.0,2,14765
1110,400,351733.0,1,9574
1110,401,27532.0,2,9149
1110,402,155513.0,0,9589
1110,401,13924.0,2,9788
1110,401,73694.0,0,11459
1110,400,3307228.0,1,8627
1110,402,40373.0,2,8197
1110,401,92125.0,0,13787
1110,401,109751.0,0,9097
1110,401,1652661.0,1,8496
1110,401,303984.0,0,12725
1110,401,2933145.0,1,10130
1110,400,720991.0,1,8653
1110,401,77264.0,0,13790
1110,401,105511.0,0,10191
1110,401,97786.0,0,8338
1110,402,111710.0,0,10874
1110,420,181195.0,0,14251
1110,402,121660.0,0,14104
1110,400,181750.0,0,8278
1110,400,381675.0,1,8278
1110,400,37868.0,2,8051
1110,401,300327.0,0,14347
1110,400,101202.0,0,10963
1110,401,48699.0,2,9860
1110,401,283089.0,0,12756
1110,403,299387.0,0,10874
1110,400,385115.0,1,9589
1110,401,344357.0,0,8632
1110,401,2380042.0,1,8637
1110,400,1630577.0,1,9762
1110,400,970672.0,1,9762
1110,400,1438247.0,1,9762
1110,401,98211.0,0,11479
1110,401,99389.0,0,8269
1110,401,77998.0,0,10399
1110,404,186166.0,0,10399
1110,401,551366.0,1,12952
1110,401,76146.0,0,12955
1110,400,82031.0,0,8627
1110,401,129239.0,0,15118
1110,400,594585.0,1,8646
1110,400,49525.0,2,8278
1110,402,58920.0,2,14057
1110,402,365699.0,0,10874
1110,400,159363.0,0,10729
1110,401,16834.0,2,8655
1110,400,375079.0,1,8278
1110,400,80875.0,0,8051
1110,401,89590.0,0,12340
1110,400,3155223.0,1,9762
1110,402,37455.0,2,9188
1110,401,134813.0,0,15091
1110,401,107000.0,0,11341
1110,402,131902.0,0,11333
1110,405,38770.0,2,8438
1110,402,141122.0,0,12155
1110,401,119348.0,0,12343
1110,401,129984.0,0,13643
1110,401,1953162.0,1,13152
1110,401,137725.0,0,8036
1110,400,109126.0,0,11624
1110,401,38400.0,2,11340
1110,405,14951.0,2,14745
1110,401,159554.0,0,9774
1110,401,2084767.0,1,13152
1110,401,130969.0,0,14123
1110,403,290974.0,0,13908
1110,401,66977.0,0,9820
1110,403,62065.0,0,9676
1110,401,132639.0,0,14385
1110,401,56950.0,2,9110
1110,402,127623.0,0,10729
1110,401,150900.0,0,14019
1110,401,892595.0,1,14708
1110,401,502344.0,1,10162
1110,401,54215.0,2,10626
1110,401,294474.0,0,10265
1110,401,162933.0,0,15059
1110,401,230240.0,0,10531
1110,400,1224168.0,1,8287
1110,400,59376.0,2,9012
1110,400,4340760.0,1,8320
1110,401,93654.0,0,11298
1110,401,96496.0,0,8751
1110,401,16503.0,2,10651
1110,402,23877.0,2,8078
1110,401,923102.0,1,15057
1110,401,742430.0,1,14361
1110,401,111217.0,0,10435
1110,401,101644.0,0,15147
1110,401,60656.0,2,14263
1110,401,71596.0,0,13253
1110,401,139893.0,0,8286
1110,402,33487.0,2,8197
1110,401,51311.0,2,9869
1110,401,304137.0,0,12971
1110,402,1270430.0,1,10178
1110,402,192400.0,0,10933
1110,401,442319.0,1,13155
1110,401,116103.0,0,12621
1110,401,108562.0,0,11403
1110,400,265581.0,0,11946
1110,401,178926.0,0,21332
1110,400,136995.0,0,11946
1110,401,1536639.0,1,26579
1110,401,815921.0,1,9584
1110,400,176586.0,0,8395
1110,400,807419.0,1,9574
1110,400,2028009.0,1,21023
1110,401,749666.0,1,21023
1110,400,18517156.0,1,21023
1110,403,64253.0,0,8454
1110,401,113354.0,0,8494
1110,401,169914.0,0,9379
1110,401,143704.0,0,13037
1110,401,46839.0,2,10651
1110,401,32617.0,2,11114
1110,401,188826.0,0,12758
1110,400,6813269.0,1,8646
1110,401,82927.0,0,13539
1110,401,130711.0,0,21333
1110,401,37370.0,2,21034
1110,401,163535.0,0,26641
1110,400,384980.0,1,9589
1110,401,945079.0,1,10130
1110,401,1421890.0,1,10130
1110,401,48107.0,2,12445
1110,401,166912.0,0,9465
1110,401,74658.0,0,12844
1110,401,116371.0,0,18797
1110,401,105847.0,0,20295
1110,401,107254.0,0,8282
1110,401,97380.0,0,12879
1110,401,119051.0,0,22935
1110,402,150258.0,0,22937
1110,401,124065.0,0,10371
1110,401,57051.0,2,9382
1110,401,218924.0,0,22263
1110,401,68161.0,0,8128
1110,401,150860.0,0,26510
1110,401,64202.0,0,10651
1110,400,299387.0,0,9589
1110,401,228634.0,0,13261
1110,401,108530.0,0,13938
1110,401,136790.0,0,12739
1110,402,134669.0,0,14174
1110,401,75822.0,0,8655
1110,401,371305.0,0,26441
1110,400,69471.0,0,10017
1110,401,96079.0,0,10435
1110,401,112794.0,0,22385
1110,401,177903.0,0,26945
1110,401,76980.0,0,14136
1110,402,198705.0,0,21988
1110,401,452390.0,1,10130
1110,401,106829.0,0,26520
1110,401,430290.0,0,9906
1110,401,21580.0,2,22401
1110,402,156061.0,0,12746
1110,401,513450.0,1,9584
1110,401,114881.0,0,26422
1110,400,190293.0,0,13412
1110,401,65934.0,0,14009
1110,402,94029.0,0,8078
1110,401,142909.0,0,8465
1110,410,103567.0,0,22285
1110,401,1159441.0,1,12622
1110,401,386385.0,0,13717
1110,403,285011.0,0,8061
1110,402,147716.0,0,8494
1110,401,219499.0,0,13300
1110,401,137841.0,0,26717
1110,401,59973.0,2,9626
1110,401,153308.0,0,12167
1110,403,67236.0,0,22157
1110,401,84049.0,0,12970
1110,400,1850070.0,1,21023
1110,401,86768.0,0,11644
1110,401,153613.0,0,14697
1110,401,143490.0,0,21705
1110,401,100846.0,0,14038
1110,401,161825.0,0,27000
1110,402,68043.0,0,10589
1110,401,66785.0,0,8151
1110,401,73631.0,0,12176
1110,401,118925.0,0,8413
1110,401,84632.0,0,11788
1110,401,106145.0,0,8594
1110,401,113390.0,0,12205
1110,401,90186.0,0,22894
1110,402,163238.0,0,26800
1110,401,30400.0,2,11300
1110,401,109153.0,0,10191
1110,401,101178.0,0,21715
1110,401,81242.0,0,22457
1110,401,92467.0,0,10360
1110,401,24374.0,2,22755
1110,401,22585.0,2,8567
1110,401,24970.0,2,21149
1110,401,35050.0,2,9250
1110,401,442204.0,1,21622
1110,401,22078.0,2,12120
1110,401,81140.0,0,22597
1110,401,131282.0,0,9146
1110,401,168121.0,0,21736
1110,401,23867.0,2,10624
1110,401,212061.0,0,9198
1110,401,22633.0,2,9192
1110,401,36966.0,2,17863
1110,401,89434.0,0,11108
1110,401,84630.0,0,26865
1110,401,262100.0,0,8690
1110,401,163153.0,0,19519
1110,401,29685.0,2,11404
1110,403,54542.0,2,22778
1110,401,127869.0,0,13574
1110,402,122256.0,0,21023
1110,401,127730.0,0,26881
1110,401,133303.0,0,23010
1110,401,144301.0,0,26716
1110,401,27234.0,2,10626
1110,403,315576.0,0,27011
1110,401,116369.0,0,13643
1110,401,101174.0,0,26899
1110,402,100588.0,0,26808
1110,400,84630.0,0,10757
1110,401,78707.0,0,9334
1110,401,96675.0,0,10435
1110,400,1798770.0,1,11222
1110,401,749666.0,1,21023
1110,401,81970.0,0,11750
1110,401,261530.0,0,27037
1110,401,66611.0,0,11306
1110,401,73635.0,0,12472
1110,400,671135.0,1,9574
1110,401,43575.0,2,8197
1110,402,135547.0,0,11658
1110,401,260217.0,0,10143
1110,401,8500.0,2,9097
1110,401,53175.0,2,14439
1110,401,176843.0,0,8355
1110,401,117577.0,0,14138
1110,401,49295.0,2,16717
1110,401,26204.0,2,11114
1110,401,29023.0,2,21034
1110,400,4323199.0,1,9012
1110,402,132035.0,0,9589
1110,401,54197.0,2,8554
1110,401,104446.0,0,18901
1110,401,1544813.0,1,8496
1110,401,198901.0,0,12384
1110,401,89695.0,0,23668
1110,401,35765.0,2,12382
1110,405,27401.0,2,10208
1110,401,133412.0,0,10705
1110,401,83763.0,0,9430
1110,400,596984.0,1,10182
1110,401,171698.0,0,11864
1110,401,134174.0,0,12343
1110,401,227485.0,0,16471
1110,420,211024.0,0,9012
1110,402,148468.0,0,8276
1110,401,129835.0,0,14098
1110,401,34104.0,2,8460
1110,401,137027.0,0,11788
1110,401,42505.0,2,25559
1110,402,27389.0,2,12741
1110,401,136648.0,0,9258
1110,401,55886.0,2,14765
1110,401,134859.0,0,11570
1110,401,272061.0,0,10130
1110,401,13626.0,2,10523
1110,401,128294.0,0,10865
1110,401,137105.0,0,26993
1110,402,147716.0,0,8494
1110,401,105008.0,0,12040
1110,401,115232.0,0,13308
1110,401,161897.0,0,8651
1110,402,160458.0,0,9589
1110,402,137455.0,0,9589
1110,401,119946.0,0,26806
1110,401,63788.0,0,12725
1110,400,3460902.0,1,8627
1110,401,42561.0,2,21189
1110,401,182744.0,0,12880
1110,401,2809446.0,1,10130
1110,403,91830.0,0,8627
1110,401,113950.0,0,8494
1110,401,35893.0,2,13284
1110,400,655989.0,1,8653
1110,401,52873.0,2,21034
1110,401,133179.0,0,20265
1110,401,82579.0,0,13107
1110,401,20844.0,2,23759
1110,401,280489.0,0,8338
1110,401,83523.0,0,25308
1110,401,97328.0,0,9985
1110,401,209472.0,0,14347
1110,400,6589105.0,1,9762
1110,409,35139.0,2,23286
1110,400,430554.0,1,8322
1110,401,247376.0,0,11190
1110,400,386307.0,1,9589
1110,401,507761.0,1,9584
1110,401,525397.0,1,12952
1110,401,77577.0,0,8551
1110,403,299983.0,0,8322
1110,401,92721.0,0,13787
1110,401,81241.0,0,12955
1110,401,51251.0,2,15034
1110,401,78498.0,0,10399
1110,401,98711.0,0,11479
1110,404,186263.0,0,10399
1110,401,103464.0,0,11135
1110,401,99889.0,0,8269
1110,401,127168.0,0,9097
1110,401,106144.0,0,8235
1110,402,323839.0,0,10874
1110,409,40560.0,2,25348
1110,400,1414724.0,1,21023
1110,401,66453.0,0,8655
1110,401,94520.0,0,10269
1110,401,29686.0,2,24672
1110,401,152273.0,0,14742
1110,401,153267.0,0,14009
1110,401,113090.0,0,11341
1110,402,133943.0,0,11333
1110,400,43498.0,2,24013
1110,401,135409.0,0,15091
1110,401,125613.0,0,26778
1110,401,41261.0,2,26556
1110,401,79946.0,0,9869
1110,401,25185.0,2,21667
1110,400,5618348.0,1,21023
1110,402,36906.0,2,23445
1110,401,109722.0,0,8551
1110,403,77687.0,0,26485
1110,402,830993.0,1,10884
1110,405,30467.0,2,23398
1110,401,2571401.0,1,9584
1110,401,136495.0,0,9198
1110,401,131886.0,0,8036
1110,403,1653384.0,1,24976
1110,401,68369.0,0,11108
1110,403,291570.0,0,13908
1110,401,131565.0,0,14123
1110,402,137845.0,0,13425
1110,401,38983.0,2,21267
1110,401,133235.0,0,14385
1110,401,94519.0,0,12176
1110,405,10982.0,2,14745
1110,401,1956712.0,1,13152
1110,401,122333.0,0,9286
1110,405,18365.0,2,24570
1110,402,128219.0,0,10729
1110,403,150199.0,0,26711
1110,401,206675.0,0,19857
1110,401,24833.0,2,12183
1110,401,938458.0,1,24326
1110,401,86773.0,0,21456
1110,401,275036.0,0,10265
1110,401,648677.0,1,24620
1110,401,68757.0,0,17863
1110,401,116811.0,0,13284
1110,403,186455.0,0,10874
1110,402,108104.0,0,10874
1110,402,148314.0,0,8494
1110,407,43101.0,2,23000
1110,400,868122.0,1,8287
1110,420,2389816.0,1,26069
1110,400,105310.0,0,8287
1110,400,3753693.0,1,8320
1110,401,93363.0,0,11298
1110,401,92080.0,0,26103
1110,401,111914.0,0,13152
1110,402,223101.0,0,26132
1110,401,778776.0,1,20293
1110,401,30530.0,2,10523
1110,401,67963.0,0,9869
1110,401,225862.0,0,9584
1110,401,139717.0,0,8286
1110,401,142040.0,0,26153
1110,401,51907.0,2,14812
1110,401,149667.0,0,8320
1110,401,97201.0,0,11236
1110,401,153167.0,0,12971
1110,401,116360.0,0,16958
1110,400,104995.0,0,26267
1111,401,89590.0,0,11545
1111,400,1054455.0,1,8009
1111,400,987464.0,1,8009
1111,400,5160763.0,1,8009
1111,400,6197631.0,1,8009
1111,400,2102109.0,1,8009
1111,400,1265927.0,1,8009
1111,400,1923324.0,1,8009
1111,400,6478300.0,1,8009
1111,404,299002.0,0,8009
1111,401,85787.0,0,8727
1111,401,112794.0,0,12376
1111,401,55586.0,2,9882
1111,400,130812.0,0,8009
1111,401,88054.0,0,10569
1111,401,23271.0,2,8291
1111,401,63560.0,0,9399
1111,401,53557.0,2,9399
1111,402,65434.0,0,9399
1111,401,133489.0,0,11993
1111,400,1272877.0,1,8009
1111,401,81979.0,0,8842
1111,401,23778.0,2,13240
1111,401,21482.0,2,11442
1111,401,23986.0,2,10617
1111,401,103850.0,0,8211
1111,401,516584.0,1,12351
1111,401,413252.0,0,13161
1111,401,478651.0,1,11443
1111,401,422587.0,0,14260
1111,401,417314.0,0,10995
1111,401,105918.0,0,11445
1111,401,767557.0,1,8874
1111,402,856792.0,1,11463
1111,401,38387.0,2,8943
1111,405,17384.0,2,8944
1111,401,104744.0,0,11519
1111,401,248971.0,0,11088
1111,400,362306.0,1,8009
1111,402,23877.0,2,8470
1111,400,12722.0,2,8009
1111,401,83181.0,0,9932
1111,401,28427.0,2,13203
1111,401,21580.0,2,10587
1111,401,26638.0,2,9749
1111,401,19791.0,2,9254
1111,401,84034.0,0,8226
1111,401,64141.0,0,13472
1111,401,333006.0,0,12464
1111,401,71493.0,0,8095
1111,405,17768.0,2,14688
1111,401,80646.0,0,15031
1111,401,151838.0,0,9588
1111,401,95679.0,0,12372
1111,400,117807.0,0,8009
1111,401,91056.0,0,11075
1111,401,29804.0,2,11934
1111,401,196339.0,0,13251
1111,400,106437.0,0,8009
