CODEINTE,CODECATE,PRIMETOTALE,Cluster,CODEASSU
2118,403,68214.0,0,10171
2118,402,143780.0,0,8636
2118,401,101544.0,0,13949
2118,403,265382.0,0,14403
2118,401,72403.0,0,8169
2118,401,74834.0,0,12843
2118,401,71030.0,0,12642
2118,402,47315.0,2,21043
2118,401,98982.0,0,11031
2118,401,84801.0,0,17730
2118,401,60240.0,2,14085
2118,401,81547.0,0,21238
2118,401,139281.0,0,9309
2118,401,393801.0,0,13078
2118,401,37574.0,2,23074
2118,403,73522.0,0,9358
2118,401,108612.0,0,21145
2118,401,34091.0,2,8550
2118,402,174468.0,0,11585
2118,402,60353.0,2,20297
2118,401,77379.0,0,9472
2118,402,129928.0,0,9309
2118,401,83744.0,0,8791
2118,402,62245.0,0,22195
2118,401,55738.0,2,13635
2118,405,32228.0,2,8510
2118,401,39653.0,2,21696
2118,405,28813.0,2,9433
2118,402,107193.0,0,9447
2118,402,34834.0,2,21321
2118,401,92911.0,0,16543
2118,403,113832.0,0,22323
2118,402,34839.0,2,8341
2118,402,94360.0,0,12154
2118,402,129845.0,0,9281
2118,401,126299.0,0,17904
2118,401,89198.0,0,9879
2118,401,89447.0,0,21876
2118,401,78067.0,0,14146
2118,401,41152.0,2,9132
2118,401,93713.0,0,21453
2118,401,93398.0,0,10746
2118,401,57682.0,2,22772
2118,402,95288.0,0,10084
2118,401,24245.0,2,21828
2118,401,84374.0,0,12517
2118,401,22456.0,2,9926
2118,402,154412.0,0,11326
2118,402,34305.0,2,21407
2118,401,123592.0,0,27007
2118,401,98143.0,0,22531
2118,401,81100.0,0,14921
2118,401,21970.0,2,11374
2118,402,35435.0,2,8341
2118,401,29774.0,2,27006
2118,401,78670.0,0,11274
2118,402,129056.0,0,14339
2118,401,26912.0,2,12478
2118,401,42720.0,2,9187
2118,401,29335.0,2,8937
2118,401,22137.0,2,22116
2118,401,56334.0,2,12240
2118,401,85150.0,0,11304
2118,402,131827.0,0,8877
2118,402,140560.0,0,13685
2118,401,76462.0,0,9433
2118,401,52900.0,2,9358
2118,401,20348.0,2,22074
2118,402,26013.0,2,12820
2118,401,33494.0,2,10288
2118,401,86769.0,0,11174
2118,401,98792.0,0,10233
2118,401,23759.0,2,12655
2118,401,144391.0,0,16397
2118,401,28701.0,2,21357
2118,401,61193.0,2,10647
2118,401,81775.0,0,13631
2118,401,89178.0,0,14085
2118,401,104077.0,0,8370
2118,402,148449.0,0,8510
2118,410,20309.0,2,10376
2118,401,74620.0,0,10354
2118,401,21074.0,2,17513
2118,401,109208.0,0,21145
2118,401,49322.0,2,23640
2118,401,124080.0,0,25225
2118,401,35283.0,2,12254
2118,401,30408.0,2,21384
2118,410,24744.0,2,17162
2118,401,79479.0,0,12520
2118,401,101963.0,0,12161
2118,402,34029.0,2,8168
2118,401,27546.0,2,21245
2118,402,133634.0,0,14931
2118,402,36642.0,2,8341
2118,401,90044.0,0,8434
2118,402,36261.0,2,12597
2118,405,27639.0,2,24389
2118,402,35430.0,2,21321
2118,401,35902.0,2,9558
2118,402,91378.0,0,25373
2118,401,140353.0,0,25695
2118,401,94903.0,0,26713
2118,401,85993.0,0,11851
2118,403,353475.0,0,23442
2118,401,89233.0,0,12212
2118,400,3891140.0,1,8453
2118,402,141523.0,0,21138
2118,402,94956.0,0,12154
2118,402,158228.0,0,21152
2118,402,35498.0,2,20297
2118,401,87614.0,0,24018
2118,401,100906.0,0,13949
2118,404,224601.0,0,9714
2118,401,35191.0,2,11192
2118,402,140220.0,0,9447
2118,402,160136.0,0,12031
2118,401,77049.0,0,10165
2118,403,337558.0,0,20297
2118,401,139877.0,0,18028
2118,401,142568.0,0,9726
2118,401,95713.0,0,24237
2118,401,54331.0,2,9358
2118,401,29812.0,2,21384
2118,402,35811.0,2,24400
2118,401,29416.0,2,24688
2118,401,80289.0,0,11719
2118,402,139174.0,0,12262
2118,401,89794.0,0,11870
2118,401,110907.0,0,14148
2118,402,160094.0,0,11859
2118,401,113021.0,0,10044
2118,402,42297.0,2,8341
2118,402,134597.0,0,13033
2118,403,74118.0,0,20297
2118,403,65868.0,0,12755
2118,401,89199.0,0,25869
2118,401,120421.0,0,25778
2231,401,127698.0,0,9541
2231,401,27300.0,2,8604
2231,401,129239.0,0,9541
2231,400,358501.0,1,9415
2231,400,400976.0,1,11457
2231,400,3256050.0,1,8890
2231,401,110092.0,0,13618
2231,401,208764.0,0,9541
2231,401,101644.0,0,8948
2231,401,35169.0,2,11100
2231,400,97903.0,0,11457
2231,401,26638.0,2,13850
2231,401,98043.0,0,8986
2231,401,109759.0,0,11370
2231,401,213036.0,0,9541
2231,402,134669.0,0,10987
2231,401,55581.0,2,9428
2231,401,80646.0,0,12771
2231,402,214362.0,0,8467
2231,402,150692.0,0,8663
2231,400,424443.0,1,8178
2231,402,144968.0,0,8467
2231,402,35824.0,2,15029
2231,401,73035.0,0,8467
2231,401,91871.0,0,10351
2231,401,112794.0,0,12291
2231,402,89494.0,0,9326
2231,401,78957.0,0,11353
2231,401,21482.0,2,9131
2231,401,84034.0,0,10454
2231,401,101515.0,0,12366
2231,401,98335.0,0,14264
2231,401,28427.0,2,10813
2231,401,110588.0,0,8055
2231,400,2922742.0,1,8178
2231,401,88585.0,0,11954
2231,400,140010.0,0,8178
2231,400,311261.0,0,8178
2231,401,149667.0,0,13242
2231,400,99734.0,0,8178
2231,405,17768.0,2,12907
2231,400,119724.0,0,8178
2231,401,32617.0,2,8427
2231,401,55290.0,2,11036
2231,402,40373.0,2,8962
2231,401,147703.0,0,8467
2231,401,70759.0,0,8976
2231,401,92125.0,0,8345
2231,401,103850.0,0,10629
2231,401,82927.0,0,15008
2231,402,118527.0,0,9987
2231,401,25712.0,2,8207
2231,401,87901.0,0,12709
2231,401,38387.0,2,9705
2231,403,316170.0,0,8087
2231,400,137585.0,0,8178
2231,403,277915.0,0,8467
2231,401,89590.0,0,12232
2231,402,144534.0,0,8467
2231,401,115773.0,0,13459
2231,401,25708.0,2,9817
2231,400,313652.0,0,8178
2231,401,89099.0,0,14917
2231,401,114881.0,0,12720
2231,401,142665.0,0,11888
2231,400,110092.0,0,8178
2231,402,33487.0,2,8094
2231,401,84261.0,0,10108
2231,401,21989.0,2,8978
2231,402,129249.0,0,14236
2231,405,22303.0,2,14523
2231,401,121686.0,0,9591
2231,401,116103.0,0,12793
2231,401,130969.0,0,10970
2231,401,84093.0,0,9287
2231,401,79665.0,0,8710
2231,401,29142.0,2,12017
2231,401,27324.0,2,8691
2231,401,50220.0,2,10390
2231,402,140632.0,0,11559
2231,403,313651.0,0,8629
2231,405,17384.0,2,8087
2231,400,1016217.0,1,13298
2231,401,212667.0,0,11606
2231,401,216512.0,0,13299
2231,401,2985856.0,1,8480
2231,402,97386.0,0,11559
2231,401,119949.0,0,11772
2231,401,96682.0,0,9216
2231,401,143705.0,0,9625
2231,401,100541.0,0,12779
2231,403,315209.0,0,8409
2231,401,117951.0,0,9302
2231,401,153933.0,0,9591
2231,402,180269.0,0,8467
2231,401,119350.0,0,10858
2231,401,115772.0,0,12284
2231,401,23271.0,2,8427
2231,401,35006.0,2,9426
2231,401,22038.0,2,9491
2231,401,104953.0,0,9736
2231,402,176453.0,0,8087
2231,401,91869.0,0,13419
2231,402,146919.0,0,13112
2231,403,325596.0,0,8467
2231,403,95981.0,0,8467
2231,405,26735.0,2,8663
2231,401,111691.0,0,13032
2231,401,69507.0,0,12872
2231,402,141557.0,0,11328
2231,401,29089.0,2,8208
2231,400,91444.0,0,8178
2231,402,148350.0,0,8467
2231,401,123946.0,0,14970
2231,401,86210.0,0,14489
2231,401,89295.0,0,10702
2231,400,141144.0,0,8178
2231,400,115147.0,0,8467
2231,400,133463.0,0,8178
2231,402,62396.0,0,8755
2231,401,41965.0,2,8414
2231,405,26291.0,2,14405
2231,401,80013.0,0,8974
2231,401,187192.0,0,12569
2231,401,82919.0,0,12689
2231,401,77970.0,0,9661
2231,401,19792.0,2,10025
2231,401,234955.0,0,10223
2231,401,333452.0,0,12103
2231,401,303738.0,0,8480
2231,401,24432.0,2,13716
2231,401,116371.0,0,13375
2231,401,109485.0,0,11723
2231,401,149071.0,0,11527
2231,401,176141.0,0,11888
2231,400,41502.0,2,8087
2231,401,60656.0,2,12141
2231,401,80418.0,0,14245
2231,400,32899.0,2,8087
2231,401,60693.0,2,9703
2231,401,103796.0,0,14054
2231,401,161746.0,0,11232
2231,401,243841.0,0,8480
2231,401,1601519.0,1,9140
2231,401,126756.0,0,12779
2231,401,501141.0,1,9140
2231,401,194180.0,0,12578
2231,401,128159.0,0,13656
2231,402,131778.0,0,8750
2231,401,91565.0,0,9216
2231,401,147283.0,0,10970
2231,401,23778.0,2,13764
2231,402,143941.0,0,9660
2231,405,17756.0,2,8467
2231,401,113897.0,0,12722
2231,401,32153.0,2,9817
2231,401,248573.0,0,14520
2231,400,65798.0,0,8467
2231,401,34273.0,2,11379
2231,401,643813.0,1,9302
2231,401,78111.0,0,8750
2231,401,114449.0,0,14300
2231,401,30977.0,2,9491
2231,401,142703.0,0,13032
2231,402,144447.0,0,11527
2231,400,49349.0,2,8467
2231,401,135700.0,0,13032
2231,402,152167.0,0,10736
2231,401,80055.0,0,13386
2231,400,33487.0,2,8178
2231,400,21481.0,2,8178
2231,400,1578541.0,1,10774
2231,402,142077.0,0,13032
2231,403,297899.0,0,10739
2231,401,77266.0,0,10264
2231,402,126479.0,0,8750
2231,402,36525.0,2,11457
2231,401,112675.0,0,13005
2231,401,148180.0,0,9221
2231,400,3200995.0,1,8890
2231,400,432420.0,1,9415
2231,400,319800.0,0,11457
2231,402,131777.0,0,8948
2231,401,35003.0,2,21088
2231,401,76400.0,0,17672
2231,401,96352.0,0,18013
2231,402,87563.0,0,9326
2231,401,62178.0,0,11379
2231,402,167237.0,0,8178
2231,401,19791.0,2,22305
2231,401,144126.0,0,16162
2231,401,137103.0,0,8178
2231,400,757365.0,1,10774
2231,401,97600.0,0,16718
2231,401,125822.0,0,8178
2231,400,113669.0,0,8890
2231,400,32553.0,2,8467
2231,402,145893.0,0,8178
2231,401,90436.0,0,8178
2231,401,87055.0,0,22583
2231,401,123825.0,0,14901
2231,401,81188.0,0,8710
2231,401,51338.0,2,13945
2231,400,986500.0,1,13298
2231,401,224207.0,0,13299
2231,401,243497.0,0,11606
2231,402,56685.0,2,16059
2231,402,101094.0,0,8178
2231,401,120157.0,0,9479
2231,403,73821.0,0,21350
2231,401,2473650.0,1,8480
2231,400,143684.0,0,8750
2231,405,23855.0,2,20319
2231,400,31707.0,2,8467
2231,400,63413.0,0,8467
2231,401,246233.0,0,9591
2231,401,64141.0,0,10629
2231,401,91873.0,0,12416
2231,401,91000.0,0,8178
2231,402,91436.0,0,8178
2231,401,22078.0,2,21017
2231,401,96726.0,0,14044
2231,401,23867.0,2,21353
2231,401,20387.0,2,21088
2231,401,24374.0,2,13764
2231,401,72791.0,0,10835
2231,403,74417.0,0,21350
2231,401,102240.0,0,14271
2231,401,92465.0,0,13419
2231,401,111184.0,0,13032
2231,401,84857.0,0,12366
2231,400,228593.0,0,10774
2231,401,27234.0,2,10835
2231,405,18364.0,2,8467
2231,400,520221.0,1,10774
2231,402,109000.0,0,22565
2231,402,57210.0,2,21832
2231,402,145969.0,0,11328
2231,402,134059.0,0,8178
2231,401,90186.0,0,26805
2231,401,124542.0,0,14970
2231,401,124421.0,0,26474
2231,401,122214.0,0,26975
2231,401,98639.0,0,8986
2231,401,101174.0,0,27012
2231,402,148946.0,0,9302
2231,401,22634.0,2,8669
2231,401,29685.0,2,8208
2231,401,80609.0,0,8974
2231,401,81242.0,0,11714
2231,401,116369.0,0,12568
2231,402,72261.0,0,8178
2231,401,77433.0,0,9661
2231,401,83515.0,0,12689
2231,402,135265.0,0,9274
2231,401,92831.0,0,21736
2231,401,29738.0,2,12017
2231,401,27896.0,2,8604
2231,401,141406.0,0,8616
2231,401,235551.0,0,10223
2231,401,31573.0,2,9491
2231,400,214234.0,0,8178
2231,401,29023.0,2,24906
2231,401,80000.0,0,8750
2231,401,78707.0,0,8691
2231,401,101137.0,0,17329
2231,402,149719.0,0,24214
2231,401,113390.0,0,10858
2231,401,116967.0,0,13375
2231,401,92467.0,0,13933
2231,400,57551.0,2,8178
2231,401,33261.0,2,26603
2231,401,90000.0,0,14763
2231,401,124903.0,0,11888
2231,401,1151446.0,1,9140
2231,401,49295.0,2,8194
2231,401,104446.0,0,15023
2231,401,81945.0,0,8257
2231,401,47304.0,2,8607
2231,401,131565.0,0,15134
2231,401,40090.0,2,13945
2231,401,116699.0,0,15008
2231,401,104392.0,0,14054
2231,401,113060.0,0,12516
2231,401,92721.0,0,25418
2231,401,38983.0,2,12581
2231,401,127352.0,0,12779
2231,402,197444.0,0,24151
2231,401,83523.0,0,14573
2231,401,37330.0,2,12017
2231,401,33600.0,2,8604
2231,405,17980.0,2,17869
2231,402,46575.0,2,23382
2231,401,147879.0,0,10970
2231,400,410236.0,1,17930
2231,401,463384.0,1,9140
2231,402,130928.0,0,26428
2231,401,98931.0,0,8750
2231,400,64625.0,0,8178
2231,401,168547.0,0,12578
2231,402,56124.0,2,16059
2231,401,89342.0,0,17385
2231,401,162342.0,0,11232
2231,402,145044.0,0,23498
2231,401,39405.0,2,9426
2231,401,137699.0,0,25382
2231,401,213343.0,0,8480
2231,401,296656.0,0,12103
2231,401,149667.0,0,11527
2231,401,32754.0,2,10300
2231,401,644409.0,1,9302
2231,401,143299.0,0,13032
2231,402,145043.0,0,11527
2231,401,82575.0,0,23737
2231,401,44883.0,2,10629
2231,401,136296.0,0,13032
2231,401,55212.0,2,8691
2231,401,80651.0,0,13386
2231,401,31065.0,2,13764
2231,401,112287.0,0,21430
2231,402,137007.0,0,8586
2231,402,142673.0,0,13032
2231,400,1799525.0,1,10774
2231,403,96712.0,0,25118
2231,401,88497.0,0,14276
2231,400,879335.0,1,10774
2231,401,26311.0,2,9817
2231,402,152763.0,0,10736
2231,402,127075.0,0,8750
2231,401,80398.0,0,13211
2231,401,100008.0,0,20344
2231,400,203033.0,0,10774
2231,401,148776.0,0,9221
2231,402,160018.0,0,25962
2231,401,90180.0,0,25833
2234,401,36500.0,2,11969
2234,402,125660.0,0,8477
2234,402,127565.0,0,8477
2234,401,102031.0,0,8121
2234,401,85000.0,0,12345
2234,401,105000.0,0,10035
2234,403,77000.0,0,8329
2234,403,97500.0,0,8129
2234,403,18000.0,2,8696
2234,402,142365.0,0,8366
2234,402,189350.0,0,8477
2234,402,169935.0,0,8477
2234,401,86335.0,0,12763
2234,403,62000.0,0,9549
2234,401,29000.0,2,12764
2234,401,51000.0,2,10548
2234,403,80000.0,0,11673
2234,405,16000.0,2,11673
2234,401,36500.0,2,9348
2234,402,95700.0,0,14223
2234,402,40000.0,2,11152
2234,405,18000.0,2,12270
2234,401,70000.0,0,9498
2234,401,117000.0,0,9909
2234,401,25000.0,2,12817
2234,402,114850.0,0,9793
2234,402,130000.0,0,8747
2234,401,75000.0,0,11640
2234,401,80000.0,0,10295
2234,401,50000.0,2,9101
2234,403,55000.0,2,9642
2234,401,18000.0,2,8846
2234,403,35000.0,2,8546
2234,401,50000.0,2,9007
2234,402,80000.0,0,8121
2234,402,169637.0,0,8477
2234,401,77362.0,0,8121
2234,401,84200.0,0,13539
2234,401,104000.0,0,9509
2234,403,110000.0,0,8546
2234,401,25000.0,2,10815
2234,401,75000.0,0,13866
2234,402,112650.0,0,10940
2234,402,30000.0,2,9677
2234,401,105000.0,0,8038
2234,405,17000.0,2,12726
2234,402,169637.0,0,8121
2234,402,148352.0,0,8121
2234,402,29000.0,2,8777
2234,402,55000.0,2,8640
2234,401,22500.0,2,11082
2234,403,350000.0,0,14585
2234,402,140000.0,0,8497
2234,401,643205.0,1,13219
2234,401,29000.0,2,8957
2234,402,138000.0,0,12304
2234,402,55000.0,2,13558
2234,401,60000.0,2,9101
2234,401,46600.0,2,8264
2234,403,265000.0,0,8497
2234,402,142800.0,0,13235
2234,401,65000.0,0,13057
2234,403,420000.0,0,8033
2234,403,95000.0,0,8033
2234,402,35000.0,2,9337
2234,401,20000.0,2,10457
2234,402,28000.0,2,9084
2234,405,35000.0,2,14588
2234,401,22500.0,2,8270
2234,401,95000.0,0,10585
2234,405,23000.0,2,11547
2234,403,240000.0,0,8696
2234,401,20000.0,2,12667
2234,401,90000.0,0,13111
2234,403,195000.0,0,9502
2234,401,68500.0,0,9927
2234,402,55000.0,2,8261
2234,403,160000.0,0,8356
2234,403,50000.0,2,8356
2234,405,25000.0,2,13921
2234,405,30000.0,2,11957
2234,401,36500.0,2,10500
2234,405,15000.0,2,13979
2234,405,17500.0,2,10880
2234,402,114850.0,0,13508
2234,402,122215.0,0,10518
2234,402,157000.0,0,11932
2234,401,35000.0,2,8476
2234,403,60000.0,2,10164
2234,402,29000.0,2,8910
2234,402,30000.0,2,8297
2234,401,70000.0,0,10337
2234,401,28000.0,2,8800
2234,401,90000.0,0,13910
2234,403,275000.0,0,8466
2234,401,86500.0,0,14689
2234,401,93000.0,0,8238
2234,401,36500.0,2,9890
2234,405,25000.0,2,10747
2234,401,27000.0,2,14221
2234,401,85000.0,0,9333
2234,401,73500.0,0,11381
2234,404,66166.0,0,8243
2234,405,21000.0,2,8121
2234,401,80000.0,0,11892
2234,402,130000.0,0,12456
2234,402,130000.0,0,13566
2234,401,80000.0,0,14291
2234,401,20000.0,2,8768
2234,401,55000.0,2,11295
2234,401,73000.0,0,8165
2234,402,120000.0,0,10073
2234,403,68000.0,0,8343
2234,405,15000.0,2,9931
2234,401,42000.0,2,9523
2234,402,43000.0,2,8134
2234,401,24000.0,2,15026
2234,405,28500.0,2,11021
2234,402,105000.0,0,10444
2234,402,160000.0,0,14319
2234,402,120000.0,0,13146
2234,401,120000.0,0,9982
2234,402,83000.0,0,8397
2234,405,5500.0,2,9943
2234,402,53500.0,2,10413
2234,402,93000.0,0,12358
2234,401,88000.0,0,11458
2234,401,97000.0,0,10602
2234,402,96000.0,0,8812
2234,403,162500.0,0,13756
2234,403,65000.0,0,8684
2234,401,27000.0,2,9411
2234,401,45000.0,2,10005
2234,402,80500.0,0,11875
2234,401,22100.0,2,9332
2234,401,22500.0,2,10281
2234,401,138500.0,0,8725
2234,401,115000.0,0,12736
2234,401,24000.0,2,8619
2234,402,30000.0,2,10536
2234,401,81000.0,0,13875
2234,403,17500.0,2,11322
2234,403,80000.0,0,8449
2234,403,116500.0,0,8777
2234,403,165000.0,0,9570
2234,405,15143.0,2,9457
2234,401,86500.0,0,9002
2234,402,80500.0,0,12335
2234,401,25000.0,2,8892
2234,401,36500.0,2,13615
2234,401,148000.0,0,8773
2234,403,3500800.0,1,8033
2234,402,113000.0,0,13652
2234,401,25000.0,2,8648
2234,401,20000.0,2,11553
2234,403,265000.0,0,9020
2234,403,85000.0,0,9020
2234,402,140000.0,0,13142
2234,403,167500.0,0,8696
2234,403,1330000.0,1,8174
2234,403,41500.0,2,13068
2234,401,91000.0,0,14855
2234,402,23000.0,2,13617
2234,402,120000.0,0,9403
2234,402,65000.0,0,11749
2234,401,113300.0,0,9844
2234,405,20000.0,2,8811
2234,401,25000.0,2,15007
2234,401,31000.0,2,11544
2234,401,114000.0,0,8774
2234,403,52500.0,2,9362
2234,401,100000.0,0,10085
2234,402,55000.0,2,8359
2234,405,16500.0,2,8177
2234,402,190000.0,0,10889
2234,403,35000.0,2,12243
2234,403,159000.0,0,8449
2234,401,115000.0,0,14490
2234,401,110000.0,0,12841
2234,402,135000.0,0,8995
2234,401,58000.0,2,13260
2234,403,324000.0,0,11084
2234,402,125000.0,0,12866
2234,405,17000.0,2,14201
2234,402,34500.0,2,9716
2234,401,20000.0,2,8084
2234,401,84500.0,0,12307
2234,401,86000.0,0,14540
2234,401,25000.0,2,13124
2234,402,97500.0,0,14856
2234,402,80500.0,0,8714
2234,405,25000.0,2,10482
2234,401,115000.0,0,13598
2234,401,115000.0,0,10107
2234,402,81000.0,0,9984
2234,403,243000.0,0,9771
2234,402,81000.0,0,12241
2234,401,30000.0,2,10049
2234,403,28000.0,2,8129
2234,403,53000.0,2,8777
2234,401,120000.0,0,13227
2234,401,72000.0,0,11037
2234,405,25000.0,2,8033
2234,401,30000.0,2,10908
2234,405,25000.0,2,10561
2234,401,21000.0,2,10802
2234,401,75000.0,0,13991
2234,401,42500.0,2,9511
2234,401,27000.0,2,9186
2234,401,27000.0,2,10186
2234,401,26000.0,2,10700
2234,401,42500.0,2,9957
2234,401,26000.0,2,10136
2234,402,1448000.0,1,8033
2234,402,256000.0,0,8725
2234,401,26000.0,2,10881
2234,403,85000.0,0,9020
2234,402,100000.0,0,8528
2234,402,130000.0,0,13849
2234,401,33000.0,2,10012
2234,401,105000.0,0,10551
2234,403,140000.0,0,11297
2234,402,35000.0,2,8957
2234,403,77000.0,0,8329
2234,403,70000.0,0,10854
2234,402,62750.0,0,8202
2234,401,91630.0,0,10652
2234,405,15150.0,2,11835
2234,402,23500.0,2,9919
2234,403,296000.0,0,8033
2234,401,40000.0,2,11074
2234,402,135000.0,0,8777
2234,402,120000.0,0,8033
2234,401,113000.0,0,14499
2234,402,678937.0,1,13937
2234,401,737139.0,1,14182
2234,402,107500.0,0,9248
2234,401,55000.0,2,13578
2234,402,1164268.0,1,12918
2234,401,61000.0,2,9864
2234,402,118500.0,0,11152
2234,401,102500.0,0,14316
2234,402,30000.0,2,9517
2234,402,52000.0,2,8777
2234,401,56000.0,2,11836
2234,402,32000.0,2,11956
2234,401,73500.0,0,8270
2234,403,275000.0,0,9575
2234,403,118500.0,0,9549
2234,401,76000.0,0,9700
2234,403,1960000.0,1,8174
2234,402,130000.0,0,13371
2234,403,105000.0,0,10164
2234,402,32000.0,2,8342
2234,405,25000.0,2,12247
2234,402,155000.0,0,10800
2234,401,38000.0,2,10863
2234,403,415000.0,0,9502
2234,403,116500.0,0,8343
2234,402,117500.0,0,8466
2234,403,146000.0,0,8397
2234,401,25000.0,2,8617
2234,402,265000.0,0,8477
2234,402,265000.0,0,9586
2234,402,120000.0,0,12437
2234,402,266000.0,0,8725
2234,401,36500.0,2,12766
2234,401,135000.0,0,13335
2234,403,236000.0,0,13587
2234,401,80000.0,0,9745
2234,401,31000.0,2,12997
2234,401,22000.0,2,13034
2234,402,30501.0,2,14692
2234,403,85000.0,0,8416
2234,401,59000.0,2,9205
2234,403,350000.0,0,9531
2234,403,116500.0,0,12623
2234,402,101500.0,0,9490
2234,403,127000.0,0,10172
2234,402,145000.0,0,14077
2234,402,106000.0,0,8366
2234,401,48000.0,2,14203
2234,401,116000.0,0,9627
2234,402,170000.0,0,11295
2234,401,120000.0,0,8466
2234,403,105000.0,0,8416
2234,401,115000.0,0,11640
2234,401,84000.0,0,11480
2234,403,175000.0,0,13045
2234,403,55000.0,2,8910
2234,403,52000.0,2,8747
2234,402,115000.0,0,9982
2234,401,53000.0,2,14078
2234,401,67000.0,0,14238
2234,401,82500.0,0,13124
2234,402,48000.0,2,13021
2234,401,61000.0,2,11058
2234,402,55000.0,2,8297
2234,405,25500.0,2,13718
2234,402,39000.0,2,13361
2234,401,30000.0,2,9157
2234,403,25000.0,2,8129
2234,401,45000.0,2,10052
2234,401,21500.0,2,8639
2234,401,117500.0,0,8639
2234,401,21500.0,2,13794
2234,405,15500.0,2,14519
2234,403,199000.0,0,10800
2234,401,25000.0,2,8973
2234,401,36500.0,2,14516
2234,401,25000.0,2,14034
2234,401,70000.0,0,10136
2234,402,27500.0,2,9057
2234,405,28500.0,2,11010
2234,409,42000.0,2,10083
2234,401,39000.0,2,8425
2234,403,98000.0,0,8129
2234,402,29000.0,2,10708
2234,402,62000.0,0,12944
2234,401,86000.0,0,10929
2234,402,180000.0,0,8774
2234,401,80000.0,0,10183
2234,401,25000.0,2,13509
2234,401,126758.0,0,8477
2234,402,53500.0,2,8640
2234,403,82000.0,0,8329
2234,403,20000.0,2,8696
2234,401,115314.0,0,11640
2234,402,132500.0,0,9310
2234,402,53500.0,2,9517
2234,403,266000.0,0,10073
2234,403,280000.0,0,8969
2234,402,65000.0,0,13971
2234,401,23000.0,2,14913
2234,401,30000.0,2,14289
2234,401,59000.0,2,10337
2234,401,115000.0,0,10961
2234,401,33000.0,2,13118
2234,402,27999.0,2,9084
2234,403,150000.0,0,10854
2234,401,47000.0,2,13754
2234,401,70000.0,0,9101
2234,401,53000.0,2,9283
2234,401,70000.0,0,12855
2234,401,88000.0,0,9101
2234,401,120128.0,0,13434
2234,401,33000.0,2,11386
2234,405,26000.0,2,8121
2234,403,20000.0,2,8546
2234,401,51000.0,2,9830
2234,402,29000.0,2,9639
2234,401,93000.0,0,12101
2234,402,48000.0,2,9832
2234,401,123180.0,0,8477
2234,401,100000.0,0,11223
2234,401,130000.0,0,9931
2234,404,62660.0,0,8686
2234,401,85000.0,0,12664
2234,401,115000.0,0,10232
2234,402,120000.0,0,8033
2234,402,145000.0,0,12385
2234,404,131000.0,0,8417
2234,401,42500.0,2,10772
2234,402,115000.0,0,9227
2234,403,41000.0,2,8397
2234,402,101500.0,0,9245
2234,401,113000.0,0,15070
2234,401,127000.0,0,13334
2234,403,175000.0,0,9570
2234,402,250000.0,0,9697
2234,403,251000.0,0,8033
2234,402,52000.0,2,10413
2234,401,81000.0,0,8182
2234,401,85000.0,0,12302
2234,401,75000.0,0,11084
2234,401,65000.0,0,12066
2234,403,155000.0,0,8449
2234,403,72000.0,0,11981
2234,401,95000.0,0,8484
2234,401,37000.0,2,9577
2234,402,58000.0,2,8164
2234,401,38000.0,2,13034
2234,401,111000.0,0,14175
2234,401,105000.0,0,10245
2234,401,40000.0,2,8619
2234,402,120000.0,0,10018
2234,402,78000.0,0,10950
2234,402,145000.0,0,10565
2234,402,78000.0,0,14199
2234,402,65000.0,0,11749
2234,401,70000.0,0,8648
2234,403,330000.0,0,10713
2234,403,154000.0,0,8449
2234,403,32500.0,2,12243
2234,402,31500.0,2,10386
2234,401,53500.0,2,9892
2234,403,103000.0,0,8910
2234,402,77500.0,0,8359
2234,402,33500.0,2,11073
2234,401,67500.0,0,9348
2234,402,130000.0,0,10996
2234,405,28000.0,2,10803
2234,401,25000.0,2,8144
2234,405,17500.0,2,10708
2234,401,110000.0,0,11536
2234,402,102000.0,0,14726
2234,401,26500.0,2,9511
2234,402,100000.0,0,11217
2234,403,255000.0,0,8777
2234,402,33000.0,2,14925
2234,403,140000.0,0,11297
2234,401,105000.0,0,10961
2234,402,250000.0,0,9697
2234,401,48000.0,2,8180
2234,401,120000.0,0,9793
2234,402,140000.0,0,11295
2234,401,26000.0,2,14558
2234,405,22000.0,2,13365
2234,403,260000.0,0,9531
2234,401,53000.0,2,9679
2234,402,32500.0,2,11299
2234,401,56500.0,2,11074
2234,401,115000.0,0,10747
2234,403,107500.0,0,8356
2234,405,30000.0,2,13657
2234,401,45000.0,2,9957
2234,403,37500.0,2,8356
2234,401,51500.0,2,9866
2234,402,104500.0,0,9700
2234,402,52000.0,2,9057
2234,402,116500.0,0,11152
2234,403,151000.0,0,8329
2234,403,41000.0,2,8696
2234,403,168000.0,0,8696
2234,402,86000.0,0,8639
2234,401,74999.0,0,11789
2234,403,131400.0,0,9502
2234,402,52000.0,2,8777
2234,403,240000.0,0,9020
2234,401,86500.0,0,10667
2234,403,290000.0,0,9248
2234,401,43500.0,2,9927
2234,401,47000.0,2,8165
2234,402,60000.0,2,8291
2234,401,37000.0,2,9303
2234,402,83000.0,0,8261
2234,401,140000.0,0,13268
2234,401,72500.0,0,9007
2234,402,117000.0,0,8366
2234,405,17000.0,2,11847
2234,401,48000.0,2,10337
2234,401,38500.0,2,10863
2234,405,28500.0,2,12624
2234,410,33000.0,2,8134
2234,402,90000.0,0,8369
2234,401,96000.0,0,11480
