CODEASSU;CODEINTE;CODECATE;PRIMENETTE;PRIMETOTALE
10051;2118;405;10600.0;17814.0
13410;2118;401;15493.0;23649.0
12154;2118;402;24929.0;34902.0
11192;2118;401;68632.0;87018.0
14100;2118;402;77118.0;97138.0
8382;2118;401;15493.0;23649.0
10559;2118;401;15493.0;23649.0
12807;2118;401;15493.0;23649.0
8179;2118;401;15493.0;23649.0
10058;2118;405;10600.0;17814.0
11136;2118;401;15493.0;23649.0
8849;2118;401;19761.0;28739.0
9670;2118;401;30985.0;42124.0
8797;2118;402;751779.0;755779.0
8548;2118;401;15493.0;23649.0
12580;2118;402;25889.0;36046.0
10309;2118;401;63170.0;80504.0
12430;2118;405;10600.0;17814.0
8608;2118;405;10600.0;17814.0
8550;2118;401;19761.0;28739.0
12529;2118;401;15493.0;23649.0
8644;2118;401;19761.0;28739.0
10810;2118;401;15493.0;23649.0
8495;2118;401;15493.0;23649.0
9558;2118;401;22019.0;31432.0
8903;2118;402;16974.0;25417.0
11648;2118;401;19106.0;27958.0
10210;2118;403;116631.0;144257.0
9234;2118;401;19761.0;28739.0
10856;2118;401;39521.0;52304.0
11940;2118;401;15493.0;23649.0
8025;2118;401;19761.0;28739.0
9263;2118;401;15493.0;23649.0
14956;2118;401;14092.0;21979.0
13905;2118;401;20361.0;29454.0
10028;2118;401;15493.0;23649.0
8251;2118;401;15493.0;23649.0
10762;2118;401;113115.0;140064.0
10204;2118;401;15493.0;23649.0
12070;2118;401;70670.0;89448.0
11424;2118;401;82438.0;103481.0
13701;2118;401;13585.0;21374.0
9358;2118;401;39521.0;52304.0
8069;2118;401;18261.0;26950.0
12212;2118;401;70670.0;89448.0
8074;2118;401;15493.0;23649.0
11281;2118;401;63170.0;80504.0
13349;2118;401;73573.0;92910.0
11851;2118;401;67273.0;85397.0
12597;2118;401;39521.0;52304.0
12597;2118;402;51139.0;66156.0
8963;2118;401;13993.0;21860.0
9872;2118;401;15493.0;23649.0
8692;2118;401;15493.0;23649.0
15085;2118;401;15493.0;23649.0
11870;2118;401;14092.0;21979.0
9133;2118;401;15493.0;23649.0
15113;2118;405;10600.0;17814.0
8636;2118;402;25569.0;35665.0
11248;2118;405;10600.0;17814.0
10165;2118;401;59773.0;76453.0
9443;2118;401;69142.0;87626.0
8563;2118;401;15493.0;23649.0
9482;2118;401;69311.0;87827.0
8169;2118;401;15493.0;23649.0
11719;2118;401;63170.0;80504.0
13791;2118;405;18339.0;27043.0
11585;2118;402;31270.0;42464.0
10806;2118;401;15493.0;23649.0
10745;2118;401;15493.0;23649.0
8453;2118;400;1316208.0;4893661.0
12594;2118;405;10600.0;17814.0
9053;2118;405;10600.0;17814.0
13949;2118;401;19761.0;28739.0
10376;2118;410;12192.0;19713.0
11733;2118;401;70670.0;89448.0
9187;2118;401;15493.0;23649.0
11621;2118;401;19761.0;28739.0
13777;2118;401;75346.0;95024.0
8381;2118;402;23929.0;33709.0
14478;2118;401;15493.0;23649.0
8942;2118;401;19761.0;28739.0
12917;2118;401;70670.0;89448.0
10270;2118;401;15493.0;23649.0
10570;2118;401;15493.0;23649.0
10288;2118;401;23249.0;32898.0
9926;2118;401;13993.0;21860.0
10471;2118;401;19761.0;28739.0
9779;2118;401;15493.0;23649.0
9845;2118;401;30985.0;42124.0
14282;2118;401;19761.0;28739.0
12563;2118;401;15493.0;23649.0
9381;2118;401;82438.0;103481.0
9480;2118;401;15493.0;23649.0
13662;2118;401;15493.0;23649.0
11828;2118;401;13585.0;20778.0
8065;2118;401;76233.0;96082.0
10361;2118;401;15493.0;23649.0
11685;2118;401;13993.0;21860.0
10066;2118;402;23929.0;33709.0
11532;2118;401;19761.0;28739.0
11533;2118;401;61132.0;78074.0
12611;2118;401;16842.0;25258.0
11812;2118;401;15493.0;23649.0
11018;2118;401;15493.0;23649.0
14744;2118;402;24929.0;34902.0
11031;2118;401;19761.0;28739.0
11469;2118;401;13993.0;21860.0
10217;2118;401;15493.0;23649.0
9847;2118;401;15493.0;23649.0
13197;2118;401;15493.0;23649.0
12490;2118;401;15493.0;23649.0
11665;2118;401;19761.0;28739.0
10512;2118;401;19761.0;28739.0
14154;2118;402;15509.0;23669.0
14806;2118;402;16974.0;25417.0
12031;2118;402;140688.0;172945.0
10484;2118;401;19761.0;28739.0
8168;2118;401;15493.0;23649.0
14388;2118;401;67273.0;85397.0
8644;2118;401;19761.0;28739.0
8169;2118;401;15493.0;23649.0
10810;2118;401;15493.0;23649.0
13359;2118;402;25569.0;35665.0
8548;2118;401;15493.0;23649.0
12529;2118;401;15493.0;23649.0
9714;2118;401;79779.0;100310.0
14085;2118;401;23314.0;32977.0
13303;2118;401;18261.0;26950.0
8937;2118;401;15493.0;23649.0
13047;2118;401;15493.0;23649.0
11851;2118;401;65915.0;83778.0
11033;2118;401;63849.0;81314.0
12630;2118;401;19761.0;28739.0
13410;2118;401;15493.0;23649.0
11733;2118;405;18339.0;27043.0
11626;2118;401;89938.0;112425.0
8552;2118;401;30985.0;42124.0
9263;2118;401;15493.0;23649.0
9472;2118;401;20361.0;29454.0
12254;2118;401;24749.0;34687.0
14865;2118;401;18261.0;26950.0
8168;2118;402;16974.0;25417.0
9184;2118;401;66361.0;84309.0
8063;2118;401;15493.0;23649.0
11940;2118;401;15493.0;23649.0
12461;2118;401;19761.0;28739.0
8903;2118;402;16974.0;25417.0
12545;2118;405;10600.0;17814.0
13713;2118;405;10600.0;17814.0
8069;2118;401;18261.0;26950.0
9179;2118;401;19761.0;28739.0
8682;2118;402;26209.0;36428.0
8849;2118;401;19761.0;28739.0
8410;2118;401;15493.0;23649.0
13711;2118;401;65235.0;82967.0
14148;2118;401;88165.0;110311.0
12210;2118;401;63170.0;80504.0
14326;2118;401;70670.0;89448.0
8692;2118;401;15493.0;23649.0
14577;2118;401;19761.0;28739.0
13222;2118;401;19761.0;28739.0
12843;2118;402;123071.0;151936.0
12265;2118;402;24929.0;34902.0
14195;2118;405;10600.0;17814.0
14984;2118;401;15493.0;23649.0
10410;2118;401;15493.0;23649.0
13033;2118;402;108031.0;134001.0
12262;2118;402;113031.0;139964.0
13571;2118;401;15493.0;23649.0
9062;2118;401;59773.0;76453.0
11648;2118;401;90824.0;113482.0
10341;2118;401;15493.0;23649.0
8251;2118;401;15493.0;23649.0
11136;2118;401;15493.0;23649.0
9872;2118;401;15493.0;23649.0
9358;2118;401;15493.0;23649.0
9234;2118;401;19761.0;28739.0
11921;2118;401;19761.0;28739.0
12820;2118;402;16974.0;25417.0
10044;2118;401;89938.0;112425.0
14031;2118;405;10600.0;17814.0
12590;2118;401;19761.0;28739.0
11859;2118;402;116078.0;143598.0
11989;2118;405;18339.0;27043.0
11989;2118;405;18339.0;27043.0
13092;2118;401;19761.0;28739.0
14395;2118;410;15911.0;24148.0
8495;2118;401;15493.0;23649.0
13793;2118;401;27453.0;37912.0
9133;2118;401;15493.0;23649.0
15053;2118;401;63170.0;80504.0
13746;2118;401;15493.0;23649.0
12566;2118;401;80665.0;101367.0
11052;2118;401;75347.0;95025.0
10806;2118;401;15493.0;23649.0
9127;2118;401;19761.0;28739.0
10668;2118;401;15493.0;23649.0
13672;2118;401;65915.0;83778.0
10171;2118;403;52864.0;68214.0
10780;2118;401;59773.0;76453.0
12234;2118;401;15493.0;23649.0
8206;2118;401;14092.0;21979.0
9358;2118;401;30657.0;41733.0
9132;2118;401;30985.0;42124.0
9068;2118;401;15493.0;23649.0
13739;2118;405;10600.0;17814.0
8636;2118;402;116231.0;143780.0
13746;2118;401;15493.0;23649.0
10745;2118;401;15493.0;23649.0
13949;2118;401;80814.0;101544.0
10878;2118;401;15493.0;23649.0
8590;2118;401;19761.0;28739.0
11585;2118;402;31270.0;42464.0
13757;2118;405;10600.0;17814.0
9187;2118;401;15493.0;23649.0
8563;2118;401;15493.0;23649.0
8963;2118;401;13993.0;21860.0
10270;2118;401;15493.0;23649.0
14403;2118;402;108031.0;134001.0
14403;2118;403;218204.0;265382.0
22742;2118;405;10600.0;17814.0
12168;2118;401;19761.0;28739.0
9963;2118;401;89938.0;112425.0
10471;2118;401;19761.0;28739.0
11998;2118;401;63170.0;80504.0
10466;2118;401;63170.0;80504.0
12154;2118;402;24929.0;34902.0
10288;2118;401;23249.0;32898.0
10376;2118;410;12192.0;19713.0
8169;2118;401;56377.0;72403.0
11174;2118;401;46477.0;60597.0
12704;2118;401;70670.0;89448.0
12843;2118;401;58415.0;74834.0
12588;2118;401;90824.0;113482.0
8381;2118;402;23929.0;33709.0
9779;2118;401;15493.0;23649.0
11828;2118;401;15493.0;23649.0
12642;2118;401;55225.0;71030.0
13956;2118;405;10600.0;17814.0
8870;2118;401;61132.0;78074.0
8955;2118;401;15493.0;23649.0
9358;2118;401;30985.0;42124.0
11012;2118;401;15493.0;23649.0
21043;2118;402;35338.0;47315.0
14259;2118;401;85506.0;107140.0
8330;2118;401;77875.0;98041.0
13662;2118;401;70670.0;89448.0
8385;2118;402;24929.0;34902.0
21498;2118;401;19761.0;28739.0
12940;2118;401;30985.0;42124.0
22744;2118;401;15493.0;23649.0
11031;2118;401;78665.0;98982.0
17730;2118;401;67273.0;84801.0
12830;2118;401;67368.0;85511.0
8173;2118;401;70670.0;89448.0
11665;2118;401;19761.0;28739.0
9926;2118;401;13993.0;21860.0
9847;2118;401;15493.0;23649.0
8074;2118;401;15493.0;23649.0
22363;2118;401;15493.0;23649.0
11812;2118;401;15493.0;23649.0
9480;2118;401;30985.0;42124.0
10484;2118;401;19761.0;28739.0
21013;2118;401;70670.0;89448.0
10647;2118;401;46477.0;60597.0
17651;2118;401;58415.0;74834.0
26759;2118;405;10600.0;17814.0
22344;2118;405;10600.0;17814.0
10810;2118;401;15493.0;23649.0
10559;2118;401;70670.0;89448.0
13469;2118;405;10600.0;17814.0
26775;2118;401;70670.0;89448.0
14085;2118;401;46177.0;60240.0
9077;2118;401;15493.0;23649.0
9470;2118;401;15493.0;23649.0
10066;2118;402;23929.0;33709.0
21238;2118;401;64044.0;81547.0
9309;2118;401;112458.0;139281.0
13197;2118;401;15493.0;23649.0
8644;2118;401;19761.0;28739.0
11870;2118;401;14092.0;21979.0
9558;2118;401;22019.0;31432.0
14575;2118;401;19761.0;28739.0
14876;2118;401;15493.0;23649.0
10856;2118;401;39521.0;52304.0
22169;2118;401;30985.0;42124.0
12732;2118;401;88165.0;110311.0
8219;2118;401;15493.0;23649.0
8636;2118;402;108031.0;134001.0
11018;2118;401;15493.0;23649.0
13130;2118;401;69311.0;87827.0
13078;2118;401;326392.0;393801.0
21044;2118;401;15493.0;23649.0
20273;2118;401;69311.0;87827.0
9263;2118;401;15493.0;23649.0
9564;2118;405;10600.0;17814.0
14548;2118;401;73573.0;92910.0
26670;2118;401;64347.0;81908.0
13359;2118;402;25569.0;35665.0
13410;2118;401;15493.0;23649.0
23101;2118;401;15493.0;23649.0
26482;2118;401;89938.0;112425.0
12909;2118;401;63170.0;80504.0
23074;2118;401;27170.0;37574.0
17324;2118;405;18339.0;27043.0
17627;2118;401;15493.0;23649.0
22370;2118;401;19761.0;28739.0
10361;2118;401;15493.0;23649.0
9000;2118;401;69311.0;87827.0
12538;2118;401;89938.0;112425.0
17144;2118;401;15493.0;23649.0
22855;2118;405;10600.0;17814.0
8796;2118;402;108031.0;134001.0
8796;2118;401;104958.0;130337.0
8692;2118;401;15493.0;23649.0
8179;2118;401;30985.0;42124.0
9954;2118;401;81073.0;101854.0
9358;2118;401;15493.0;23649.0
14458;2118;401;89938.0;112425.0
14288;2118;401;89938.0;112425.0
26419;2118;401;70670.0;89448.0
17162;2118;410;15911.0;24148.0
11136;2118;401;15493.0;23649.0
12254;2118;401;24749.0;34687.0
8169;2118;401;15493.0;23649.0
11476;2118;402;68241.0;86552.0
8251;2118;401;15493.0;23649.0
10896;2118;405;10600.0;17814.0
11044;2118;401;30985.0;42124.0
21074;2118;401;15493.0;23649.0
8682;2118;402;108031.0;134001.0
9358;2118;403;57315.0;73522.0
21145;2118;401;86741.0;108612.0
21371;2118;401;15493.0;23649.0
14560;2118;401;119958.0;148225.0
8550;2118;401;24749.0;34091.0
12679;2118;401;70670.0;89448.0
10806;2118;401;15493.0;23649.0
22028;2118;401;89938.0;112425.0
22281;2118;405;10600.0;17814.0
11834;2118;401;70670.0;89448.0
11585;2118;402;141965.0;174468.0
8169;2118;401;15493.0;23649.0
21536;2118;401;15493.0;23649.0
10668;2118;401;15493.0;23649.0
20297;2118;402;46271.0;60353.0
9472;2118;401;60549.0;77379.0
11313;2118;401;91165.0;113888.0
10745;2118;401;15493.0;23649.0
9358;2118;401;39521.0;52304.0
14477;2118;405;10600.0;17814.0
21054;2118;401;30985.0;42124.0
22281;2118;405;10600.0;17814.0
9309;2118;402;104615.0;129928.0
22149;2118;402;23929.0;33709.0
22630;2118;401;70670.0;89448.0
14494;2118;401;67273.0;85397.0
8420;2118;401;61132.0;78074.0
10376;2118;410;12192.0;19713.0
9127;2118;401;39521.0;52304.0
8791;2118;401;65887.0;83744.0
10288;2118;401;23249.0;32898.0
12234;2118;401;15493.0;23649.0
12590;2118;401;19761.0;28739.0
22195;2118;402;47859.0;62245.0
10471;2118;401;39521.0;52304.0
11828;2118;401;15493.0;23649.0
9845;2118;401;30985.0;42124.0
11313;2118;401;88165.0;110311.0
9926;2118;401;13993.0;21860.0
13635;2118;401;42402.0;55738.0
12813;2118;401;78006.0;97600.0
13637;2118;401;70670.0;89448.0
14950;2118;401;67273.0;85397.0
21027;2118;401;13993.0;21860.0
20290;2118;405;10600.0;17814.0
11921;2118;401;39521.0;52304.0
22034;2118;402;102223.0;127075.0
8510;2118;405;22687.0;32228.0
11665;2118;401;19761.0;28739.0
21696;2118;401;28913.0;39653.0
10780;2118;401;70670.0;89448.0
9433;2118;405;19823.0;28813.0
8069;2118;401;89938.0;112425.0
21470;2118;401;15493.0;23649.0
10581;2118;405;10600.0;17814.0
9872;2118;401;15493.0;23649.0
17067;2118;401;19761.0;28739.0
8381;2118;402;23929.0;33709.0
10810;2118;401;15493.0;23649.0
14876;2118;401;30985.0;42124.0
8644;2118;401;19761.0;28739.0
9447;2118;402;85550.0;107193.0
9879;2118;401;46477.0;60597.0
8074;2118;401;15493.0;23649.0
12471;2118;401;70670.0;89448.0
8946;2118;401;63170.0;80504.0
13197;2118;401;15493.0;23649.0
10484;2118;401;19761.0;28739.0
11812;2118;401;15493.0;23649.0
8219;2118;401;15493.0;23649.0
8552;2118;401;30985.0;42124.0
17698;2118;401;15493.0;23649.0
10033;2118;401;70670.0;89448.0
8168;2118;401;59094.0;75643.0
21321;2118;402;24872.0;34834.0
9263;2118;401;15493.0;23649.0
10270;2118;401;15493.0;23649.0
21946;2118;401;63170.0;80504.0
8341;2118;402;23929.0;33709.0
8421;2118;401;63170.0;80504.0
8955;2118;401;15493.0;23649.0
13410;2118;401;15493.0;23649.0
10512;2118;401;78006.0;98196.0
16543;2118;401;73574.0;92911.0
21488;2118;402;23929.0;33709.0
13830;2118;401;15493.0;23649.0
22323;2118;403;91118.0;113832.0
17144;2118;401;15493.0;23649.0
17193;2118;401;13993.0;21860.0
8341;2118;402;24876.0;34839.0
13505;2118;401;15493.0;23649.0
12154;2118;402;74788.0;94360.0
9281;2118;402;65915.0;83778.0
9281;2118;402;65915.0;83778.0
17020;2118;401;13993.0;21860.0
9281;2118;402;104546.0;129845.0
8251;2118;401;15493.0;23649.0
21753;2118;405;10600.0;17814.0
21671;2118;401;15493.0;23649.0
11018;2118;401;15493.0;23649.0
13905;2118;401;17729.0;26316.0
21235;2118;401;15493.0;23649.0
13918;2118;401;63170.0;80504.0
8173;2118;401;19761.0;28739.0
10171;2118;403;52864.0;68214.0
17904;2118;401;101572.0;126299.0
12099;2118;401;30985.0;42124.0
10806;2118;401;15493.0;23649.0
10745;2118;401;15493.0;23649.0
8870;2118;401;69066.0;87535.0
9879;2118;401;70460.0;89198.0
12862;2118;401;63170.0;80504.0
21876;2118;401;70669.0;89447.0
14146;2118;401;61126.0;78067.0
9132;2118;401;30170.0;41152.0
9470;2118;401;15493.0;23649.0
8563;2118;401;15493.0;23649.0
9358;2118;401;15493.0;23649.0
26661;2118;401;89938.0;112425.0
14282;2118;401;19761.0;28739.0
8169;2118;401;63170.0;80504.0
22243;2118;401;63170.0;80504.0
21090;2118;401;15493.0;23649.0
21357;2118;401;19761.0;28739.0
21453;2118;401;74247.0;93713.0
17162;2118;410;15911.0;24148.0
10288;2118;401;23249.0;32898.0
10746;2118;401;73982.0;93398.0
22946;2118;401;39521.0;52304.0
21498;2118;401;19761.0;28739.0
27034;2118;401;89938.0;112425.0
11828;2118;401;15493.0;23649.0
12212;2118;401;63170.0;80504.0
12894;2118;401;89938.0;112425.0
8498;2118;401;70670.0;89448.0
22978;2118;401;15493.0;23649.0
21117;2118;401;30985.0;42124.0
22772;2118;401;44032.0;57682.0
12234;2118;401;19761.0;28739.0
8341;2118;401;70670.0;89448.0
12234;2118;401;15493.0;23649.0
11665;2118;401;19761.0;28739.0
8807;2118;401;19761.0;28739.0
10410;2118;401;15493.0;23649.0
9480;2118;401;15493.0;23649.0
12940;2118;401;70670.0;89448.0
10084;2118;402;75567.0;95288.0
14494;2118;401;78006.0;98196.0
9369;2118;401;113115.0;140064.0
9558;2118;401;20660.0;29812.0
11192;2118;401;68632.0;87018.0
8644;2118;401;19761.0;28739.0
12813;2118;401;68632.0;87018.0
12131;2118;402;73241.0;92515.0
14865;2118;401;18261.0;26950.0
22509;2118;401;70670.0;89448.0
10856;2118;401;59281.0;75866.0
10484;2118;401;19761.0;28739.0
17067;2118;401;19761.0;28739.0
12590;2118;401;19761.0;28739.0
14747;2118;405;10600.0;17814.0
8877;2118;402;107223.0;133038.0
21385;2118;402;24929.0;34902.0
13410;2118;401;15493.0;23649.0
9701;2118;401;80665.0;101367.0
11812;2118;401;15493.0;23649.0
9872;2118;401;15493.0;23649.0
11532;2118;401;19761.0;28739.0
14085;2118;401;23314.0;32977.0
18027;2118;405;10600.0;17814.0
8341;2118;402;23929.0;33709.0
10376;2118;410;12192.0;19713.0
10668;2118;401;15493.0;23649.0
13197;2118;401;15493.0;23649.0
20339;2118;401;15493.0;23649.0
13221;2118;401;91711.0;114540.0
11363;2118;402;113908.0;141010.0
22563;2118;401;15493.0;23649.0
21828;2118;401;15493.0;24245.0
12517;2118;401;65915.0;84374.0
9926;2118;401;13993.0;22456.0
11326;2118;402;124647.0;154412.0
17144;2118;401;15493.0;24245.0
21407;2118;402;23929.0;34305.0
27007;2118;401;98802.0;123592.0
9263;2118;401;15493.0;24245.0
8074;2118;401;15493.0;24245.0
16705;2118;405;10600.0;17814.0
22531;2118;401;77462.0;98143.0
14921;2118;401;63170.0;81100.0
21144;2118;401;15493.0;24245.0
11374;2118;401;13585.0;21970.0
9981;2118;405;10600.0;17814.0
8251;2118;401;15493.0;24245.0
8341;2118;402;24876.0;35435.0
27006;2118;401;20129.0;29774.0
14375;2118;401;63170.0;81100.0
11274;2118;401;61132.0;78670.0
13791;2118;405;22687.0;32228.0
14339;2118;402;103384.0;129056.0
12478;2118;401;17729.0;26912.0
9187;2118;401;30985.0;42720.0
8937;2118;401;19761.0;29335.0
22116;2118;401;13725.0;22137.0
21494;2118;401;61132.0;78670.0
9560;2118;401;15493.0;24245.0
10806;2118;401;15493.0;24245.0
13830;2118;401;15493.0;24245.0
22506;2118;401;15493.0;24245.0
12240;2118;401;42402.0;56334.0
10745;2118;401;15493.0;24245.0
11304;2118;401;66566.0;85150.0
16760;2118;401;77462.0;98143.0
8877;2118;402;105708.0;131827.0
13685;2118;402;113031.0;140560.0
21935;2118;405;10600.0;17814.0
12600;2118;401;15493.0;24245.0
9433;2118;401;59281.0;76462.0
9358;2118;401;39521.0;52900.0
8341;2118;401;61132.0;78670.0
21290;2118;401;15493.0;24245.0
9358;2118;401;30985.0;42720.0
22340;2118;401;77462.0;98143.0
10233;2118;401;63170.0;81100.0
22074;2118;401;12225.0;20348.0
22077;2118;401;15493.0;24245.0
8173;2118;401;19761.0;29335.0
20310;2118;405;10600.0;17814.0
24597;2118;401;39521.0;52900.0
21090;2118;401;15493.0;24245.0
8381;2118;402;23929.0;34305.0
9127;2118;401;19761.0;29335.0
11828;2118;401;15493.0;24245.0
12820;2118;402;16974.0;26013.0
23542;2118;401;15493.0;24245.0
21044;2118;401;15493.0;24245.0
10288;2118;401;23249.0;33494.0
24385;2118;405;10600.0;17814.0
24386;2118;405;10600.0;17814.0
9845;2118;401;15493.0;24245.0
11174;2118;401;67924.0;86769.0
10471;2118;401;19761.0;29335.0
11018;2118;401;15493.0;24245.0
16250;2118;405;10600.0;17814.0
11665;2118;401;19761.0;29335.0
10233;2118;401;78006.0;98792.0
12655;2118;401;15085.0;23759.0
24290;2118;405;10600.0;17814.0
8692;2118;401;15493.0;24245.0
12045;2118;401;63170.0;81100.0
16397;2118;401;116244.0;144391.0
9358;2118;401;30985.0;42720.0
23666;2118;401;30985.0;42720.0
23667;2118;401;19761.0;29335.0
9480;2118;401;30985.0;42720.0
8899;2118;405;10600.0;17814.0
24943;2118;405;10600.0;17814.0
21083;2118;401;15493.0;24245.0
21357;2118;401;19229.0;28701.0
10647;2118;401;46477.0;61193.0
8644;2118;401;39521.0;52900.0
14876;2118;401;30985.0;42720.0
13936;2118;401;61132.0;78670.0
21087;2118;401;19761.0;29335.0
13631;2118;401;63736.0;81775.0
21235;2118;401;15493.0;24245.0
23208;2118;401;19761.0;29335.0
8552;2118;401;30985.0;42720.0
25632;2118;401;15493.0;24245.0
10126;2118;401;15493.0;24245.0
11680;2118;405;10600.0;17814.0
13410;2118;401;15493.0;24245.0
24387;2118;401;19761.0;29335.0
12590;2118;401;19761.0;29335.0
11012;2118;401;15493.0;24245.0
11812;2118;401;15493.0;24245.0
14085;2118;401;69943.0;89178.0
12657;2118;401;67924.0;86769.0
8370;2118;401;82438.0;104077.0
8510;2118;402;119647.0;148449.0
9200;2118;401;63170.0;81100.0
25634;2118;401;19761.0;29335.0
8955;2118;401;15493.0;24245.0
13974;2118;401;39521.0;52900.0
24872;2118;401;19761.0;29335.0
10376;2118;410;12192.0;20309.0
21371;2118;401;30985.0;42720.0
24557;2118;401;63170.0;81100.0
11532;2118;401;19761.0;29335.0
9263;2118;401;15493.0;24245.0
10423;2118;401;15493.0;24245.0
18402;2118;401;39521.0;52900.0
17144;2118;401;15493.0;24245.0
12521;2118;401;19761.0;29335.0
9755;2118;401;46477.0;61193.0
9872;2118;401;15493.0;24245.0
8937;2118;401;19761.0;29335.0
12807;2118;401;15493.0;24245.0
23638;2118;401;77462.0;98143.0
10526;2118;401;63170.0;81100.0
10354;2118;401;57736.0;74620.0
21144;2118;401;15493.0;24245.0
21355;2118;401;15493.0;24245.0
17513;2118;401;12833.0;21074.0
8173;2118;401;19761.0;29335.0
26932;2118;401;15493.0;24245.0
21054;2118;401;15493.0;24245.0
23339;2118;401;98802.0;123592.0
23339;2118;405;10600.0;17814.0
21145;2118;401;86741.0;109208.0
10668;2118;401;15493.0;24245.0
21152;2118;402;23929.0;34305.0
23340;2118;401;15493.0;24245.0
8341;2118;402;24876.0;35435.0
17067;2118;401;39521.0;52900.0
23640;2118;401;36521.0;49322.0
10361;2118;401;15493.0;24245.0
8251;2118;401;15493.0;24245.0
25225;2118;401;99211.0;124080.0
14403;2118;401;13993.0;22456.0
12254;2118;401;24749.0;35283.0
10745;2118;401;15493.0;24245.0
8074;2118;401;15493.0;24245.0
13526;2118;401;19761.0;29335.0
8807;2118;401;19761.0;29335.0
21384;2118;401;20661.0;30408.0
8845;2118;405;10600.0;17814.0
8845;2118;405;10600.0;17814.0
21380;2118;401;15493.0;24245.0
13818;2118;401;15493.0;24245.0
12212;2118;401;15493.0;24245.0
17162;2118;410;15911.0;24744.0
12600;2118;401;15493.0;24245.0
21106;2118;401;15493.0;24245.0
25081;2118;401;13585.0;21970.0
12520;2118;401;61811.0;79479.0
21220;2118;401;19761.0;29335.0
15020;2118;401;19761.0;29335.0
12161;2118;401;80665.0;101963.0
21296;2118;401;15493.0;24245.0
21488;2118;402;23929.0;34305.0
21259;2118;401;15493.0;24245.0
11828;2118;401;15493.0;24245.0
8168;2118;402;23697.0;34029.0
21245;2118;401;18261.0;27546.0
12430;2118;405;10600.0;17814.0
13635;2118;401;30985.0;42720.0
24822;2118;402;23929.0;34305.0
9845;2118;401;15493.0;24245.0
10410;2118;401;15493.0;24245.0
14931;2118;402;107223.0;133634.0
8341;2118;402;25889.0;36642.0
8434;2118;401;70670.0;90044.0
24393;2118;401;15493.0;24245.0
12597;2118;402;25569.0;36261.0
24389;2118;405;18339.0;27639.0
21090;2118;401;15493.0;24245.0
12234;2118;401;15493.0;24245.0
9926;2118;401;15493.0;24245.0
21321;2118;402;24872.0;35430.0
8219;2118;401;15493.0;24245.0
23798;2118;401;19761.0;29335.0
21044;2118;401;15493.0;24245.0
10058;2118;405;10600.0;17814.0
11665;2118;401;19761.0;29335.0
9560;2118;401;15493.0;24245.0
8552;2118;401;30985.0;42720.0
21074;2118;401;30985.0;42720.0
12655;2118;401;15493.0;24245.0
24434;2118;401;15493.0;24245.0
9558;2118;401;25268.0;35902.0
21355;2118;401;15085.0;23759.0
21117;2118;401;15493.0;24245.0
21536;2118;401;15493.0;24245.0
21286;2118;401;13993.0;22456.0
9127;2118;401;39521.0;52900.0
25373;2118;402;71788.0;91378.0
25373;2118;402;71788.0;91378.0
25695;2118;401;112858.0;140353.0
12797;2118;401;15493.0;24245.0
26713;2118;401;74745.0;94903.0
13443;2118;405;10600.0;17814.0
11851;2118;401;67273.0;85993.0
23442;2118;403;291576.0;353475.0
24579;2118;405;10600.0;17814.0
11812;2118;401;15493.0;24245.0
14736;2118;401;63170.0;81100.0
12590;2118;401;19761.0;29335.0
10471;2118;401;39521.0;52900.0
24584;2118;401;15493.0;24245.0
12234;2118;401;24749.0;35283.0
14865;2118;401;18261.0;27546.0
12212;2118;401;69990.0;89233.0
8453;2118;400;962991.0;3891140.0
17144;2118;401;30985.0;42720.0
21138;2118;402;113839.0;141523.0
24959;2118;401;77462.0;98143.0
12478;2118;401;19761.0;29335.0
26561;2118;401;19761.0;29335.0
8692;2118;401;30985.0;42720.0
12154;2118;402;74788.0;94956.0
10484;2118;401;19761.0;29335.0
12099;2118;401;30985.0;42720.0
21152;2118;402;127847.0;158228.0
13349;2118;401;82438.0;104077.0
20297;2118;402;24929.0;35498.0
11281;2118;401;63170.0;81100.0
9263;2118;401;15493.0;24245.0
11018;2118;401;15493.0;24245.0
12254;2118;401;24749.0;35283.0
8251;2118;401;15493.0;24245.0
10745;2118;401;15493.0;24245.0
22281;2118;405;10600.0;17814.0
22281;2118;405;10600.0;17814.0
11733;2118;401;70670.0;90044.0
17347;2118;401;19761.0;29335.0
25468;2118;401;77462.0;98143.0
8074;2118;401;15493.0;24245.0
24018;2118;401;68632.0;87614.0
23506;2118;401;70670.0;90044.0
12862;2118;401;70670.0;90044.0
9470;2118;401;15493.0;24245.0
26453;2118;401;17729.0;26912.0
11828;2118;401;15493.0;24245.0
21575;2118;401;15493.0;24245.0
21106;2118;401;15493.0;24245.0
9358;2118;401;30985.0;42720.0
11851;2118;401;70670.0;90044.0
13818;2118;401;15493.0;24245.0
13949;2118;401;79779.0;100906.0
12600;2118;401;15493.0;24245.0
11532;2118;401;19761.0;29335.0
21447;2118;401;30985.0;42720.0
15020;2118;401;19761.0;29335.0
24932;2118;401;77462.0;98143.0
21453;2118;401;24749.0;35283.0
21218;2118;401;19761.0;29335.0
21220;2118;401;19761.0;29335.0
9381;2118;401;82438.0;104077.0
26466;2118;401;15493.0;24245.0
10379;2118;401;70670.0;90044.0
9714;2118;404;219601.0;224601.0
11192;2118;401;-36667.0;-38955.0
